hedId	Level	rdfs:label	omn:SubClassOf	Attributes	dc:description	owm:EquivalentTo	omn:EquivalentTo	rdfs:comment	dc:source
hed:HED_0012207	4	Torso	hed:HED_0012175		The body excluding the head and neck and limbs.	hed:HED_0012175			
hed:HED_0012208	5	Buttocks	hed:HED_0012207		The round fleshy parts that form the lower rear area of a human trunk.	hed:HED_0012207			
hed:HED_0012209	5	Gentalia	hed:HED_0012207	deprecatedFrom=8.1.0	The external organs of reproduction. Deprecated due to spelling error. Use Torso/Genitalia.	"hed:HED_0012207 and (hed:HED_0010306 value ""8.1.0"")"			
hed:HED_0012210	5	Hip	hed:HED_0012207		The lateral prominence of the pelvis from the waist to the thigh.	hed:HED_0012207			
hed:HED_0012211	5	Torso-back	hed:HED_0012207		The rear surface of the human body from the shoulders to the hips.	hed:HED_0012207			
hed:HED_0012212	5	Torso-chest	hed:HED_0012207		The anterior side of the thorax from the neck to the abdomen.	hed:HED_0012207			
hed:HED_0012213	5	Viscera	hed:HED_0012207		Internal organs of the body.	hed:HED_0012207			
hed:HED_0012214	5	Waist	hed:HED_0012207		The abdominal circumference at the navel.	hed:HED_0012207			
hed:HED_0012215	4	Upper-extremity	hed:HED_0012175		Refers to the whole superior limb (shoulder, arm, elbow, wrist, hand).	hed:HED_0012175			
hed:HED_0012216	5	Elbow	hed:HED_0012215		A type of hinge joint located between the forearm and upper arm.	hed:HED_0012215			
hed:HED_0012217	5	Forearm	hed:HED_0012215		Lower part of the arm between the elbow and wrist.	hed:HED_0012215			
hed:HED_0012218	5	Hand	hed:HED_0012215		The distal portion of the upper extremity. It consists of the carpus, metacarpus, and digits.	hed:HED_0012215			
hed:HED_0012219	6	Finger	hed:HED_0012218		Any of the digits of the hand.	hed:HED_0012218			
hed:HED_0012220	7	Index-finger	hed:HED_0012219		The second finger from the radial side of the hand, next to the thumb.	hed:HED_0012219			
hed:HED_0012221	7	Little-finger	hed:HED_0012219		The fifth and smallest finger from the radial side of the hand.	hed:HED_0012219			
hed:HED_0012222	7	Middle-finger	hed:HED_0012219		The middle or third finger from the radial side of the hand.	hed:HED_0012219			
hed:HED_0012223	7	Ring-finger	hed:HED_0012219		The fourth finger from the radial side of the hand.	hed:HED_0012219			
hed:HED_0012224	7	Thumb	hed:HED_0012219		The thick and short hand digit which is next to the index finger in humans.	hed:HED_0012219			
hed:HED_0012225	6	Knuckles	hed:HED_0012218		A part of a finger at a joint where the bone is near the surface, especially where the finger joins the hand.	hed:HED_0012218			
hed:HED_0012226	6	Palm	hed:HED_0012218		The part of the inner surface of the hand that extends from the wrist to the bases of the fingers.	hed:HED_0012218			
hed:HED_0012227	5	Shoulder	hed:HED_0012215		Joint attaching upper arm to trunk.	hed:HED_0012215			
hed:HED_0012228	5	Upper-arm	hed:HED_0012215		Portion of arm between shoulder and elbow.	hed:HED_0012215			
hed:HED_0012229	5	Wrist	hed:HED_0012215		A joint between the distal end of the radius and the proximal row of carpal bones.	hed:HED_0012215			
hed:HED_0012230	2	Organism	hed:HED_0012172		A living entity, more specifically a biological entity that consists of one or more cells and is capable of genomic replication (independently or not).	hed:HED_0012172			
hed:HED_0012231	3	Animal	hed:HED_0012230		A living organism that has membranous cell walls, requires oxygen and organic foods, and is capable of voluntary movement.	hed:HED_0012230			
hed:HED_0012232	3	Human	hed:HED_0012230		The bipedal primate mammal Homo sapiens.	hed:HED_0012230			
hed:HED_0012233	3	Plant	hed:HED_0012230		Any living organism that typically synthesizes its food from inorganic substances and possesses cellulose cell walls.	hed:HED_0012230			
hed:HED_0012234	1	Language-item	hed:HED_0012171	suggestedTag=Sensory-presentation	An entity related to a systematic means of communicating by the use of sounds, symbols, or gestures.	hed:HED_0012171 and (hed:HED_0010106 some hed:HED_0013039)			
hed:HED_0012235	2	Character	hed:HED_0012234		A mark or symbol used in writing.	hed:HED_0012234			
hed:HED_0012236	2	Clause	hed:HED_0012234		A  unit of grammatical organization next below the sentence in rank, usually consisting of a subject and predicate.	hed:HED_0012234			
hed:HED_0012237	2	Glyph	hed:HED_0012234		A hieroglyphic character, symbol, or pictograph.	hed:HED_0012234			
hed:HED_0012238	2	Nonword	hed:HED_0012234		An unpronounceable group of letters or speech sounds that is surrounded by white space when written, is not accepted as a word by native speakers.	hed:HED_0012234			
hed:HED_0012239	2	Paragraph	hed:HED_0012234		A distinct section of a piece of writing, usually dealing with a single theme.	hed:HED_0012234			
hed:HED_0012240	2	Phoneme	hed:HED_0012234		Any of the minimally distinct units of sound in a specified language that distinguish one word from another.	hed:HED_0012234			
hed:HED_0012241	2	Phrase	hed:HED_0012234		A phrase is a group of words functioning as a single unit in the syntax of a sentence.	hed:HED_0012234			
hed:HED_0012242	2	Pseudoword	hed:HED_0012234		A pronounceable group of letters or speech sounds that looks or sounds like a word but that is not accepted as such by native speakers.	hed:HED_0012234			
hed:HED_0012243	2	Sentence	hed:HED_0012234		A set of words that is complete in itself, conveying a statement, question, exclamation, or command and typically containing an explicit or implied subject and a predicate containing a finite verb.	hed:HED_0012234			
hed:HED_0012244	2	Syllable	hed:HED_0012234		A unit of pronunciation having a vowel or consonant sound, with or without surrounding consonants, forming the whole or a part of a word.	hed:HED_0012234			
hed:HED_0012245	2	Textblock	hed:HED_0012234		A block of text.	hed:HED_0012234			
hed:HED_0012246	2	Word	hed:HED_0012234		A single distinct meaningful element of speech or writing, used with others (or sometimes alone) to form a sentence and typically surrounded by white space when written or printed.	hed:HED_0012234			
hed:HED_0012247	1	Object	hed:HED_0012171	suggestedTag=Sensory-presentation	Something perceptible by one or more of the senses, especially by vision or touch. A material thing.	hed:HED_0012171 and (hed:HED_0010106 some hed:HED_0013039)			
hed:HED_0012248	2	Geometric-object	hed:HED_0012247		An object or a representation that has structure and topology in space.	hed:HED_0012247			
hed:HED_0012249	3	2D-shape	hed:HED_0012248		A planar, two-dimensional shape.	hed:HED_0012248			
hed:HED_0012250	4	Arrow	hed:HED_0012249		A shape with a pointed end indicating direction.	hed:HED_0012249			
hed:HED_0012251	4	Clockface	hed:HED_0012249		The dial face of a clock. A location identifier based on clockface numbering or anatomic subregion.	hed:HED_0012249			
hed:HED_0012252	4	Cross	hed:HED_0012249		A figure or mark formed by two intersecting lines crossing at their midpoints.	hed:HED_0012249			
hed:HED_0012253	4	Dash	hed:HED_0012249		A horizontal stroke in writing or printing to mark a pause or break in sense or to represent omitted letters or words.	hed:HED_0012249			
hed:HED_0012254	4	Ellipse	hed:HED_0012249		A closed plane curve resulting from the intersection of a circular cone and a plane cutting completely through it, especially a plane not parallel to the base.	hed:HED_0012249			
hed:HED_0012255	5	Circle	hed:HED_0012254		A ring-shaped structure with every point equidistant from the center.	hed:HED_0012254			
hed:HED_0012256	4	Rectangle	hed:HED_0012249		A parallelogram with four right angles.	hed:HED_0012249			
hed:HED_0012257	5	Square	hed:HED_0012256		A square is a special rectangle with four equal sides.	hed:HED_0012256			
hed:HED_0012258	4	Single-point	hed:HED_0012249		A point is a geometric entity that is located in a zero-dimensional spatial region and whose position is defined by its coordinates in some coordinate system.	hed:HED_0012249			
hed:HED_0012259	4	Star	hed:HED_0012249		A conventional or stylized representation of a star, typically one having five or more points.	hed:HED_0012249			
hed:HED_0012260	4	Triangle	hed:HED_0012249		A three-sided polygon.	hed:HED_0012249			
hed:HED_0012261	3	3D-shape	hed:HED_0012248		A geometric three-dimensional shape.	hed:HED_0012248			
hed:HED_0012262	4	Box	hed:HED_0012261		A square or rectangular vessel, usually made of cardboard or plastic.	hed:HED_0012261			
hed:HED_0012263	5	Cube	hed:HED_0012262		A solid or semi-solid in the shape of a three dimensional square.	hed:HED_0012262			
hed:HED_0012264	4	Cone	hed:HED_0012261		A shape whose base is a circle and whose sides taper up to a point.	hed:HED_0012261			
hed:HED_0012265	4	Cylinder	hed:HED_0012261		A surface formed by circles of a given radius that are contained in a plane perpendicular to a given axis, whose centers align on the axis.	hed:HED_0012261			
hed:HED_0012266	4	Ellipsoid	hed:HED_0012261		A closed plane curve resulting from the intersection of a circular cone and a plane cutting completely through it, especially a plane not parallel to the base.	hed:HED_0012261			
hed:HED_0012267	5	Sphere	hed:HED_0012266		A solid or hollow three-dimensional object bounded by a closed surface such that every point on the surface is equidistant from the center.	hed:HED_0012266			
hed:HED_0012268	4	Pyramid	hed:HED_0012261		A polyhedron of which one face is a polygon of any number of sides, and the other faces are triangles with a common vertex.	hed:HED_0012261			
hed:HED_0012269	3	Pattern	hed:HED_0012248		An arrangement of objects, facts, behaviors, or other things which have scientific, mathematical, geometric, statistical, or other meaning.	hed:HED_0012248			
hed:HED_0012270	4	Dots	hed:HED_0012269		A small round mark or spot.	hed:HED_0012269			
hed:HED_0012271	4	LED-pattern	hed:HED_0012269		A pattern created by lighting selected members of a fixed light emitting diode array.	hed:HED_0012269			
hed:HED_0012272	2	Ingestible-object	hed:HED_0012247		Something that can be taken into the body by the mouth for digestion or absorption.	hed:HED_0012247			
hed:HED_0012273	2	Man-made-object	hed:HED_0012247		Something constructed by human means.	hed:HED_0012247			
hed:HED_0012274	3	Building	hed:HED_0012273		A structure that has a roof and walls and stands more or less permanently in one place.	hed:HED_0012273			
hed:HED_0012275	4	Attic	hed:HED_0012274		A room or a space immediately below the roof of a building.	hed:HED_0012274			
hed:HED_0012276	4	Basement	hed:HED_0012274		The part of a building that is wholly or partly below ground level.	hed:HED_0012274			
hed:HED_0012277	4	Entrance	hed:HED_0012274		The means or place of entry.	hed:HED_0012274			
hed:HED_0012278	4	Roof	hed:HED_0012274		A roof is the covering on the uppermost part of a building which provides protection from animals and weather, notably rain, but also heat, wind and sunlight.	hed:HED_0012274			
hed:HED_0012279	4	Room	hed:HED_0012274		An area within a building enclosed by walls and floor and ceiling.	hed:HED_0012274			
hed:HED_0012280	3	Clothing	hed:HED_0012273		A covering designed to be worn on the body.	hed:HED_0012273			
hed:HED_0012281	3	Device	hed:HED_0012273		An object contrived for a specific purpose.	hed:HED_0012273			
hed:HED_0012282	4	Assistive-device	hed:HED_0012281		A device that help an individual accomplish a task.	hed:HED_0012281			
hed:HED_0012283	5	Glasses	hed:HED_0012282		Frames with lenses worn in front of the eye for vision correction, eye protection, or protection from UV rays.	hed:HED_0012282			
hed:HED_0012284	5	Writing-device	hed:HED_0012282		A device used for writing.	hed:HED_0012282			
hed:HED_0012285	6	Pen	hed:HED_0012284		A common writing instrument used to apply ink to a surface for writing or drawing.	hed:HED_0012284			
hed:HED_0012286	6	Pencil	hed:HED_0012284		An implement for writing or drawing that is constructed of a narrow solid pigment core in a protective casing that prevents the core from being broken or marking the hand.	hed:HED_0012284			
hed:HED_0012287	4	Computing-device	hed:HED_0012281		An electronic device which take inputs and processes results from the inputs.	hed:HED_0012281			
hed:HED_0012288	5	Cellphone	hed:HED_0012287		A telephone with access to a cellular radio system so it can be used over a wide area, without a physical connection to a network.	hed:HED_0012287			
hed:HED_0012289	5	Desktop-computer	hed:HED_0012287		A computer suitable for use at an ordinary desk.	hed:HED_0012287			
hed:HED_0012290	5	Laptop-computer	hed:HED_0012287		A computer that is portable and suitable for use while traveling.	hed:HED_0012287			
hed:HED_0012291	5	Tablet-computer	hed:HED_0012287		A small portable computer that accepts input directly on to its screen rather than via a keyboard or mouse.	hed:HED_0012287			
hed:HED_0012292	4	Engine	hed:HED_0012281		A motor is a machine designed to convert one or more forms of energy into mechanical energy.	hed:HED_0012281			
hed:HED_0012293	4	IO-device	hed:HED_0012281		Hardware used by a human (or other system) to communicate with a computer.	hed:HED_0012281			
hed:HED_0012294	5	Input-device	hed:HED_0012293		A piece of equipment used to provide data and control signals to an information processing system such as a computer or information appliance.	hed:HED_0012293			
hed:HED_0012295	6	Computer-mouse	hed:HED_0012294		A hand-held pointing device that detects two-dimensional motion relative to a surface.	hed:HED_0012294			
hed:HED_0012296	7	Mouse-button	hed:HED_0012295		An electric switch on a computer mouse which can be pressed or clicked to select or interact with an element of a graphical user interface.	hed:HED_0012295			
hed:HED_0012297	7	Scroll-wheel	hed:HED_0012295		A scroll wheel or mouse wheel is a wheel used for scrolling made of hard plastic with a rubbery surface usually located between the left and right mouse buttons and is positioned perpendicular to the mouse surface.	hed:HED_0012295			
hed:HED_0012298	6	Joystick	hed:HED_0012294		A control device that uses a movable handle to create two-axis input for a computer device.	hed:HED_0012294			
hed:HED_0012299	6	Keyboard	hed:HED_0012294		A device consisting of mechanical keys that are pressed to create input to a computer.	hed:HED_0012294			
hed:HED_0012300	7	Keyboard-key	hed:HED_0012299		A button on a keyboard usually representing letters, numbers, functions, or symbols.	hed:HED_0012299			
hed:HED_0012301	8	Keyboard-key-#	hed:HED_0012300	takesValue	Value of a keyboard key.	hed:HED_0012300 and (hed:HED_0010503 value true)			
hed:HED_0012302	6	Keypad	hed:HED_0012294		A device consisting of keys, usually in a block arrangement, that provides limited input to a system.	hed:HED_0012294			
hed:HED_0012303	7	Keypad-key	hed:HED_0012302		A key on a separate section of a computer keyboard that groups together numeric keys and those for mathematical or other special functions in an arrangement like that of a calculator.	hed:HED_0012302			
hed:HED_0012304	8	Keypad-key-#	hed:HED_0012303	takesValue	Value of keypad key.	hed:HED_0012303 and (hed:HED_0010503 value true)			
hed:HED_0012305	6	Microphone	hed:HED_0012294		A device designed to convert sound to an electrical signal.	hed:HED_0012294			
hed:HED_0012306	6	Push-button	hed:HED_0012294		A switch designed to be operated by pressing a button.	hed:HED_0012294			
hed:HED_0012307	5	Output-device	hed:HED_0012293		Any piece of computer hardware equipment which converts information into human understandable form.	hed:HED_0012293			
hed:HED_0012308	6	Auditory-device	hed:HED_0012307		A device designed to produce sound.	hed:HED_0012307			
hed:HED_0012309	7	Headphones	hed:HED_0012308		An instrument that consists of a pair of small loudspeakers, or less commonly a single speaker, held close to ears and connected to a signal source such as an audio amplifier, radio, CD player or portable media player.	hed:HED_0012308			
