hedId	Level	rdfs:label	omn:SubClassOf	Attributes	dc:description	omn:EquivalentTo	rdfs:comment	dc:source
HED_0012911	7	DarkGray	Gray-color	hedId=HED_0012911	CSS-color 0xA9A9A9.			
HED_0012912	7	DarkSlateGray	Gray-color	hedId=HED_0012912	CSS-color 0x2F4F4F.			
HED_0012913	7	DimGray	Gray-color	hedId=HED_0012913	CSS-color 0x696969.			
HED_0012914	7	Gainsboro	Gray-color	hedId=HED_0012914	CSS-color 0xDCDCDC.			
HED_0012915	7	Gray	Gray-color	hedId=HED_0012915	CSS-color 0x808080.			
HED_0012916	7	LightGray	Gray-color	hedId=HED_0012916	CSS-color 0xD3D3D3.			
HED_0012917	7	LightSlateGray	Gray-color	hedId=HED_0012917	CSS-color 0x778899.			
HED_0012918	7	Silver	Gray-color	hedId=HED_0012918	CSS-color 0xC0C0C0.			
HED_0012919	7	SlateGray	Gray-color	hedId=HED_0012919	CSS-color 0x708090.			
HED_0012920	6	Green-color	CSS-color	hedId=HED_0012920	CSS color group.			
HED_0012921	7	Chartreuse	Green-color	hedId=HED_0012921	CSS-color 0x7FFF00.			
HED_0012922	7	DarkCyan	Green-color	hedId=HED_0012922	CSS-color 0x008B8B.			
HED_0012923	7	DarkGreen	Green-color	hedId=HED_0012923	CSS-color 0x006400.			
HED_0012924	7	DarkOliveGreen	Green-color	hedId=HED_0012924	CSS-color 0x556B2F.			
HED_0012925	7	DarkSeaGreen	Green-color	hedId=HED_0012925	CSS-color 0x8FBC8F.			
HED_0012926	7	ForestGreen	Green-color	hedId=HED_0012926	CSS-color 0x228B22.			
HED_0012927	7	Green	Green-color	hedId=HED_0012927	CSS-color 0x008000.			
HED_0012928	7	GreenYellow	Green-color	hedId=HED_0012928	CSS-color 0xADFF2F.			
HED_0012929	7	LawnGreen	Green-color	hedId=HED_0012929	CSS-color 0x7CFC00.			
HED_0012930	7	LightGreen	Green-color	hedId=HED_0012930	CSS-color 0x90EE90.			
HED_0012931	7	LightSeaGreen	Green-color	hedId=HED_0012931	CSS-color 0x20B2AA.			
HED_0012932	7	Lime	Green-color	hedId=HED_0012932	CSS-color 0x00FF00.			
HED_0012933	7	LimeGreen	Green-color	hedId=HED_0012933	CSS-color 0x32CD32.			
HED_0012934	7	MediumAquaMarine	Green-color	hedId=HED_0012934	CSS-color 0x66CDAA.			
HED_0012935	7	MediumSeaGreen	Green-color	hedId=HED_0012935	CSS-color 0x3CB371.			
HED_0012936	7	MediumSpringGreen	Green-color	hedId=HED_0012936	CSS-color 0x00FA9A.			
HED_0012937	7	OliveDrab	Green-color	hedId=HED_0012937	CSS-color 0x6B8E23.			
HED_0012938	7	PaleGreen	Green-color	hedId=HED_0012938	CSS-color 0x98FB98.			
HED_0012939	7	SeaGreen	Green-color	hedId=HED_0012939	CSS-color 0x2E8B57.			
HED_0012940	7	SpringGreen	Green-color	hedId=HED_0012940	CSS-color 0x00FF7F.			
HED_0012941	7	Teal	Green-color	hedId=HED_0012941	CSS-color 0x008080.			
HED_0012942	7	YellowGreen	Green-color	hedId=HED_0012942	CSS-color 0x9ACD32.			
HED_0012943	6	Orange-color	CSS-color	hedId=HED_0012943	CSS color group.			
HED_0012944	7	Coral	Orange-color	hedId=HED_0012944	CSS-color 0xFF7F50.			
HED_0012945	7	DarkOrange	Orange-color	hedId=HED_0012945	CSS-color 0xFF8C00.			
HED_0012946	7	Orange	Orange-color	hedId=HED_0012946	CSS-color 0xFFA500.			
HED_0012947	7	OrangeRed	Orange-color	hedId=HED_0012947	CSS-color 0xFF4500.			
HED_0012948	7	Tomato	Orange-color	hedId=HED_0012948	CSS-color 0xFF6347.			
HED_0012949	6	Pink-color	CSS-color	hedId=HED_0012949	CSS color group.			
HED_0012950	7	DeepPink	Pink-color	hedId=HED_0012950	CSS-color 0xFF1493.			
HED_0012951	7	HotPink	Pink-color	hedId=HED_0012951	CSS-color 0xFF69B4.			
HED_0012952	7	LightPink	Pink-color	hedId=HED_0012952	CSS-color 0xFFB6C1.			
HED_0012953	7	MediumVioletRed	Pink-color	hedId=HED_0012953	CSS-color 0xC71585.			
HED_0012954	7	PaleVioletRed	Pink-color	hedId=HED_0012954	CSS-color 0xDB7093.			
HED_0012955	7	Pink	Pink-color	hedId=HED_0012955	CSS-color 0xFFC0CB.			
HED_0012956	6	Purple-color	CSS-color	hedId=HED_0012956	CSS color group.			
HED_0012957	7	BlueViolet	Purple-color	hedId=HED_0012957	CSS-color 0x8A2BE2.			
HED_0012958	7	DarkMagenta	Purple-color	hedId=HED_0012958	CSS-color 0x8B008B.			
HED_0012959	7	DarkOrchid	Purple-color	hedId=HED_0012959	CSS-color 0x9932CC.			
HED_0012960	7	DarkSlateBlue	Purple-color	hedId=HED_0012960	CSS-color 0x483D8B.			
HED_0012961	7	DarkViolet	Purple-color	hedId=HED_0012961	CSS-color 0x9400D3.			
HED_0012962	7	Fuchsia	Purple-color	hedId=HED_0012962	CSS-color 0xFF00FF.			
HED_0012963	7	Indigo	Purple-color	hedId=HED_0012963	CSS-color 0x4B0082.			
HED_0012964	7	Lavender	Purple-color	hedId=HED_0012964	CSS-color 0xE6E6FA.			
HED_0012965	7	Magenta	Purple-color	hedId=HED_0012965	CSS-color 0xFF00FF.			
HED_0012966	7	MediumOrchid	Purple-color	hedId=HED_0012966	CSS-color 0xBA55D3.			
HED_0012967	7	MediumPurple	Purple-color	hedId=HED_0012967	CSS-color 0x9370DB.			
HED_0012968	7	MediumSlateBlue	Purple-color	hedId=HED_0012968	CSS-color 0x7B68EE.			
HED_0012969	7	Orchid	Purple-color	hedId=HED_0012969	CSS-color 0xDA70D6.			
HED_0012970	7	Plum	Purple-color	hedId=HED_0012970	CSS-color 0xDDA0DD.			
HED_0012971	7	Purple	Purple-color	hedId=HED_0012971	CSS-color 0x800080.			
HED_0012972	7	RebeccaPurple	Purple-color	hedId=HED_0012972	CSS-color 0x663399.			
HED_0012973	7	SlateBlue	Purple-color	hedId=HED_0012973	CSS-color 0x6A5ACD.			
HED_0012974	7	Thistle	Purple-color	hedId=HED_0012974	CSS-color 0xD8BFD8.			
HED_0012975	7	Violet	Purple-color	hedId=HED_0012975	CSS-color 0xEE82EE.			
HED_0012976	6	Red-color	CSS-color	hedId=HED_0012976	CSS color group.			
HED_0012977	7	Crimson	Red-color	hedId=HED_0012977	CSS-color 0xDC143C.			
HED_0012978	7	DarkRed	Red-color	hedId=HED_0012978	CSS-color 0x8B0000.			
HED_0012979	7	DarkSalmon	Red-color	hedId=HED_0012979	CSS-color 0xE9967A.			
HED_0012980	7	FireBrick	Red-color	hedId=HED_0012980	CSS-color 0xB22222.			
HED_0012981	7	IndianRed	Red-color	hedId=HED_0012981	CSS-color 0xCD5C5C.			
HED_0012982	7	LightCoral	Red-color	hedId=HED_0012982	CSS-color 0xF08080.			
HED_0012983	7	LightSalmon	Red-color	hedId=HED_0012983	CSS-color 0xFFA07A.			
HED_0012984	7	Red	Red-color	hedId=HED_0012984	CSS-color 0xFF0000.			
HED_0012985	7	Salmon	Red-color	hedId=HED_0012985	CSS-color 0xFA8072.			
HED_0012986	6	White-color	CSS-color	hedId=HED_0012986	CSS color group.			
HED_0012987	7	AliceBlue	White-color	hedId=HED_0012987	CSS-color 0xF0F8FF.			
HED_0012988	7	AntiqueWhite	White-color	hedId=HED_0012988	CSS-color 0xFAEBD7.			
HED_0012989	7	Azure	White-color	hedId=HED_0012989	CSS-color 0xF0FFFF.			
HED_0012990	7	Beige	White-color	hedId=HED_0012990	CSS-color 0xF5F5DC.			
HED_0012991	7	FloralWhite	White-color	hedId=HED_0012991	CSS-color 0xFFFAF0.			
HED_0012992	7	GhostWhite	White-color	hedId=HED_0012992	CSS-color 0xF8F8FF.			
HED_0012993	7	HoneyDew	White-color	hedId=HED_0012993	CSS-color 0xF0FFF0.			
HED_0012994	7	Ivory	White-color	hedId=HED_0012994	CSS-color 0xFFFFF0.			
HED_0012995	7	LavenderBlush	White-color	hedId=HED_0012995	CSS-color 0xFFF0F5.			
HED_0012996	7	Linen	White-color	hedId=HED_0012996	CSS-color 0xFAF0E6.			
HED_0012997	7	MintCream	White-color	hedId=HED_0012997	CSS-color 0xF5FFFA.			
HED_0012998	7	MistyRose	White-color	hedId=HED_0012998	CSS-color 0xFFE4E1.			
HED_0012999	7	OldLace	White-color	hedId=HED_0012999	CSS-color 0xFDF5E6.			
HED_0013000	7	SeaShell	White-color	hedId=HED_0013000	CSS-color 0xFFF5EE.			
HED_0013001	7	Snow	White-color	hedId=HED_0013001	CSS-color 0xFFFAFA.			
HED_0013002	7	White	White-color	hedId=HED_0013002	CSS-color 0xFFFFFF.			
HED_0013003	7	WhiteSmoke	White-color	hedId=HED_0013003	CSS-color 0xF5F5F5.			
HED_0013004	6	Yellow-color	CSS-color	hedId=HED_0013004	CSS color group.			
HED_0013005	7	DarkKhaki	Yellow-color	hedId=HED_0013005	CSS-color 0xBDB76B.			
HED_0013006	7	Gold	Yellow-color	hedId=HED_0013006	CSS-color 0xFFD700.			
HED_0013007	7	Khaki	Yellow-color	hedId=HED_0013007	CSS-color 0xF0E68C.			
HED_0013008	7	LemonChiffon	Yellow-color	hedId=HED_0013008	CSS-color 0xFFFACD.			
HED_0013009	7	LightGoldenRodYellow	Yellow-color	hedId=HED_0013009	CSS-color 0xFAFAD2.			
HED_0013010	7	LightYellow	Yellow-color	hedId=HED_0013010	CSS-color 0xFFFFE0.			
HED_0013011	7	Moccasin	Yellow-color	hedId=HED_0013011	CSS-color 0xFFE4B5.			
HED_0013012	7	PaleGoldenRod	Yellow-color	hedId=HED_0013012	CSS-color 0xEEE8AA.			
HED_0013013	7	PapayaWhip	Yellow-color	hedId=HED_0013013	CSS-color 0xFFEFD5.			
HED_0013014	7	PeachPuff	Yellow-color	hedId=HED_0013014	CSS-color 0xFFDAB9.			
HED_0013015	7	Yellow	Yellow-color	hedId=HED_0013015	CSS-color 0xFFFF00.			
HED_0013016	5	Color-shade	Color	hedId=HED_0013016	A slight degree of difference between colors, especially with regard to how light or dark it is or as distinguished from one nearly like it.			
HED_0013017	6	Dark-shade	Color-shade	hedId=HED_0013017	A color tone not reflecting much light.			
HED_0013018	6	Light-shade	Color-shade	hedId=HED_0013018	A color tone reflecting more light.			
HED_0013019	5	Grayscale	Color	hedId=HED_0013019	Using a color map composed of shades of gray, varying from black at the weakest intensity to white at the strongest.			
HED_0013020	6	Grayscale-#	Grayscale	takesValue, valueClass=numericClass, hedId=HED_0013020	White intensity between 0 and 1.			
HED_0013021	5	HSV-color	Color	hedId=HED_0013021	A color representation that models how colors appear under light.			
HED_0013022	6	HSV-value	HSV-color	hedId=HED_0013022	An attribute of a visual sensation according to which an area appears to emit more or less light.			
HED_0013023	7	HSV-value-#	HSV-value	takesValue, valueClass=numericClass, hedId=HED_0013023				
HED_0013024	6	Hue	HSV-color	hedId=HED_0013024	Attribute of a visual sensation according to which an area appears to be similar to one of the perceived colors.			
HED_0013025	7	Hue-#	Hue	takesValue, valueClass=numericClass, hedId=HED_0013025	Angular value between 0 and 360.			
HED_0013026	6	Saturation	HSV-color	hedId=HED_0013026	Colorfulness of a stimulus relative to its own brightness.			
HED_0013027	7	Saturation-#	Saturation	takesValue, valueClass=numericClass, hedId=HED_0013027	B value of RGB between 0 and 1.			
HED_0013028	5	RGB-color	Color	hedId=HED_0013028	A color from the RGB schema.			
HED_0013029	6	RGB-blue	RGB-color	hedId=HED_0013029	The blue component.			
HED_0013030	7	RGB-blue-#	RGB-blue	takesValue, valueClass=numericClass, hedId=HED_0013030	B value of RGB between 0 and 1.			
HED_0013031	6	RGB-green	RGB-color	hedId=HED_0013031	The green component.			
HED_0013032	7	RGB-green-#	RGB-green	takesValue, valueClass=numericClass, hedId=HED_0013032	G value of RGB between 0 and 1.			
HED_0013033	6	RGB-red	RGB-color	hedId=HED_0013033	The red component.			
HED_0013034	7	RGB-red-#	RGB-red	takesValue, valueClass=numericClass, hedId=HED_0013034	R value of RGB between 0 and 1.			
HED_0013035	4	Luminance	Visual-attribute	hedId=HED_0013035	A quality that exists by virtue of the luminous intensity per unit area projected in a given direction.			
HED_0013036	4	Luminance-contrast	Visual-attribute	suggestedTag=Percentage, suggestedTag=Ratio, hedId=HED_0013036	The difference in luminance in specific portions of a scene or image.			
HED_0013037	5	Luminance-contrast-#	Luminance-contrast	takesValue, valueClass=numericClass, hedId=HED_0013037	A non-negative value, usually in the range 0 to 1 or alternative 0 to 100, if representing a percentage.			
HED_0013038	4	Opacity	Visual-attribute	hedId=HED_0013038	A measure of impenetrability to light.			
HED_0013039	2	Sensory-presentation	Sensory-property	hedId=HED_0013039	The entity has a sensory manifestation.			
HED_0013040	3	Auditory-presentation	Sensory-presentation	hedId=HED_0013040	The sense of hearing is used in the presentation to the user.			
HED_0013041	4	Loudspeaker-separation	Auditory-presentation	suggestedTag=Distance, hedId=HED_0013041	The distance between two loudspeakers. Grouped with the Distance tag.			
HED_0013042	4	Monophonic	Auditory-presentation	hedId=HED_0013042	Relating to sound transmission, recording, or reproduction involving a single transmission path.			
HED_0013043	4	Silent	Auditory-presentation	hedId=HED_0013043	The absence of ambient audible sound or the state of having ceased to produce sounds.			
HED_0013044	4	Stereophonic	Auditory-presentation	hedId=HED_0013044	Relating to, or constituting sound reproduction involving the use of separated microphones and two transmission channels to achieve the sound separation of a live hearing.			
HED_0013045	3	Gustatory-presentation	Sensory-presentation	hedId=HED_0013045	The sense of taste used in the presentation to the user.			
HED_0013046	3	Olfactory-presentation	Sensory-presentation	hedId=HED_0013046	The sense of smell used in the presentation to the user.			
HED_0013047	3	Somatic-presentation	Sensory-presentation	hedId=HED_0013047	The nervous system is used in the presentation to the user.			
HED_0013048	3	Tactile-presentation	Sensory-presentation	hedId=HED_0013048	The sense of touch used in the presentation to the user.			
HED_0013049	3	Vestibular-presentation	Sensory-presentation	hedId=HED_0013049	The sense balance used in the presentation to the user.			
HED_0013050	3	Visual-presentation	Sensory-presentation	hedId=HED_0013050	The sense of sight used in the presentation to the user.			
HED_0013051	4	2D-view	Visual-presentation	hedId=HED_0013051	A view showing only two dimensions.			
HED_0013052	4	3D-view	Visual-presentation	hedId=HED_0013052	A view showing three dimensions.			
HED_0013053	4	Background-view	Visual-presentation	hedId=HED_0013053	Parts of the view that are farthest from the viewer and usually the not part of the visual focus.			
HED_0013054	4	Bistable-view	Visual-presentation	hedId=HED_0013054	Something having two stable visual forms that have two distinguishable stable forms as in optical illusions.			
HED_0013055	4	Foreground-view	Visual-presentation	hedId=HED_0013055	Parts of the view that are closest to the viewer and usually the most important part of the visual focus.			
HED_0013056	4	Foveal-view	Visual-presentation	hedId=HED_0013056	Visual presentation directly on the fovea. A view projected on the small depression in the retina containing only cones and where vision is most acute.			
HED_0013057	4	Map-view	Visual-presentation	hedId=HED_0013057	A diagrammatic representation of an area of land or sea showing physical features, cities, roads.			
HED_0013058	5	Aerial-view	Map-view	hedId=HED_0013058	Elevated view of an object from above, with a perspective as though the observer were a bird.			
HED_0013059	5	Satellite-view	Map-view	hedId=HED_0013059	A representation as captured by technology such as a satellite.			
HED_0013060	5	Street-view	Map-view	hedId=HED_0013060	A 360-degrees panoramic view from a position on the ground.			
HED_0013061	4	Peripheral-view	Visual-presentation	hedId=HED_0013061	Indirect vision as it occurs outside the point of fixation.			
HED_0013062	1	Task-property	Property	extensionAllowed, hedId=HED_0013062	Something that pertains to a task.			
HED_0013063	2	Task-action-type	Task-property	hedId=HED_0013063	How an agent action should be interpreted in terms of the task specification.			
HED_0013064	3	Appropriate-action	Task-action-type	relatedTag=Inappropriate-action, hedId=HED_0013064	An action suitable or proper in the circumstances.			
HED_0013065	3	Correct-action	Task-action-type	relatedTag=Incorrect-action, relatedTag=Indeterminate-action, hedId=HED_0013065	An action that was a correct response in the context of the task.			
HED_0013066	3	Correction	Task-action-type	hedId=HED_0013066	An action offering an improvement to replace a mistake or error.			
HED_0013067	3	Done-indication	Task-action-type	relatedTag=Ready-indication, hedId=HED_0013067	An action that indicates that the participant has completed this step in the task.			
HED_0013068	3	Imagined-action	Task-action-type	hedId=HED_0013068	Form a mental image or concept of something. This is used to identity something that only happened in the imagination of the participant as in imagined movements in motor imagery paradigms.			
HED_0013069	3	Inappropriate-action	Task-action-type	relatedTag=Appropriate-action, hedId=HED_0013069	An action not in keeping with what is correct or proper for the task.			
HED_0013070	3	Incorrect-action	Task-action-type	relatedTag=Correct-action, relatedTag=Indeterminate-action, hedId=HED_0013070	An action considered wrong or incorrect in the context of the task.			
HED_0013071	3	Indeterminate-action	Task-action-type	relatedTag=Correct-action, relatedTag=Incorrect-action, relatedTag=Miss, relatedTag=Near-miss, hedId=HED_0013071	An action that cannot be distinguished between two or more possibibities in the current context. This tag might be applied when an outside evaluator or a classification algorithm cannot determine a definitive result.			
HED_0013072	3	Miss	Task-action-type	relatedTag=Near-miss, hedId=HED_0013072	An action considered to be a failure in the context of the task. For example, if the agent is supposed to try to hit a target and misses.			
HED_0013073	3	Near-miss	Task-action-type	relatedTag=Miss, hedId=HED_0013073	An action barely satisfied the requirements of the task. In a driving experiment for example this could pertain to a narrowly avoided collision or other accident.			
HED_0013074	3	Omitted-action	Task-action-type	hedId=HED_0013074	An expected response was skipped.			
HED_0013075	3	Ready-indication	Task-action-type	relatedTag=Done-indication, hedId=HED_0013075	An action that indicates that the participant is ready to perform the next step in the task.			
HED_0013076	2	Task-attentional-demand	Task-property	hedId=HED_0013076	Strategy for allocating attention toward goal-relevant information.			
HED_0013077	3	Bottom-up-attention	Task-attentional-demand	relatedTag=Top-down-attention, hedId=HED_0013077	Attentional guidance purely by externally driven factors to stimuli that are salient because of their inherent properties relative to the background. Sometimes this is referred to as stimulus driven.			
HED_0013078	3	Covert-attention	Task-attentional-demand	relatedTag=Overt-attention, hedId=HED_0013078	Paying attention without moving the eyes.			
HED_0013079	3	Divided-attention	Task-attentional-demand	relatedTag=Focused-attention, hedId=HED_0013079	Integrating parallel multiple stimuli. Behavior involving responding simultaneously to multiple tasks or multiple task demands.			
HED_0013080	3	Focused-attention	Task-attentional-demand	relatedTag=Divided-attention, hedId=HED_0013080	Responding discretely to specific visual, auditory, or tactile stimuli.			
HED_0013081	3	Orienting-attention	Task-attentional-demand	hedId=HED_0013081	Directing attention to a target stimulus.			
HED_0013082	3	Overt-attention	Task-attentional-demand	relatedTag=Covert-attention, hedId=HED_0013082	Selectively processing one location over others by moving the eyes to point at that location.			
HED_0013083	3	Selective-attention	Task-attentional-demand	hedId=HED_0013083	Maintaining a behavioral or cognitive set in the face of distracting or competing stimuli. Ability to pay attention to a limited array of all available sensory information.			
HED_0013084	3	Sustained-attention	Task-attentional-demand	hedId=HED_0013084	Maintaining a consistent behavioral response during continuous and repetitive activity.			
HED_0013085	3	Switched-attention	Task-attentional-demand	hedId=HED_0013085	Having to switch attention between two or more modalities of presentation.			
HED_0013086	3	Top-down-attention	Task-attentional-demand	relatedTag=Bottom-up-attention, hedId=HED_0013086	Voluntary allocation of attention to certain features. Sometimes this is referred to goal-oriented attention.			
HED_0013087	2	Task-effect-evidence	Task-property	hedId=HED_0013087	The evidence supporting the conclusion that the event had the specified effect.			
HED_0013088	3	Behavioral-evidence	Task-effect-evidence	hedId=HED_0013088	An indication or conclusion based on the behavior of an agent.			
HED_0013089	3	Computational-evidence	Task-effect-evidence	hedId=HED_0013089	A type of evidence in which data are produced, and/or generated, and/or analyzed on a computer.			
HED_0013090	3	External-evidence	Task-effect-evidence	hedId=HED_0013090	A phenomenon that follows and is caused by some previous phenomenon.			
HED_0013091	3	Intended-effect	Task-effect-evidence	hedId=HED_0013091	A phenomenon that is intended to follow and be caused by some previous phenomenon.			
HED_0013092	2	Task-event-role	Task-property	hedId=HED_0013092	The purpose of an event with respect to the task.			
HED_0013093	3	Experimental-stimulus	Task-event-role	hedId=HED_0013093	Part of something designed to elicit a response in the experiment.			
HED_0013094	3	Incidental	Task-event-role	hedId=HED_0013094	A sensory or other type of event that is unrelated to the task or experiment.			
HED_0013095	3	Instructional	Task-event-role	hedId=HED_0013095	Usually associated with a sensory event intended to give instructions to the participant about the task or behavior.			
HED_0013096	3	Mishap	Task-event-role	hedId=HED_0013096	Unplanned disruption such as an equipment or experiment control abnormality or experimenter error.			
HED_0013097	3	Participant-response	Task-event-role	hedId=HED_0013097	Something related to a participant actions in performing the task.			
HED_0013098	3	Task-activity	Task-event-role	hedId=HED_0013098	Something that is part of the overall task or is necessary to the overall experiment but is not directly part of a stimulus-response cycle. Examples would be taking a survey or provided providing a silva sample.			
HED_0013099	3	Warning	Task-event-role	hedId=HED_0013099	Something that should warn the participant that the parameters of the task have been or are about to be exceeded such as a warning message about getting too close to the shoulder of the road in a driving task.			
HED_0013100	2	Task-relationship	Task-property	hedId=HED_0013100	Specifying organizational importance of sub-tasks.			
HED_0013101	3	Background-subtask	Task-relationship	hedId=HED_0013101	A part of the task which should be performed in the background as for example inhibiting blinks due to instruction while performing the primary task.			
HED_0013102	3	Primary-subtask	Task-relationship	hedId=HED_0013102	A part of the task which should be the primary focus of the participant.			
HED_0013103	2	Task-stimulus-role	Task-property	hedId=HED_0013103	The role the stimulus plays in the task.			
HED_0013104	3	Cue	Task-stimulus-role	hedId=HED_0013104	A signal for an action, a pattern of stimuli indicating a particular response.			
HED_0013105	3	Distractor	Task-stimulus-role	hedId=HED_0013105	A person or thing that distracts or a plausible but incorrect option in a multiple-choice question. In pyschological studies this is sometimes referred to as a foil.			
HED_0013106	3	Expected	Task-stimulus-role	relatedTag=Unexpected, suggestedTag=Target, hedId=HED_0013106	Considered likely, probable or anticipated. Something of low information value as in frequent non-targets in an RSVP paradigm.			
HED_0013107	3	Extraneous	Task-stimulus-role	hedId=HED_0013107	Irrelevant or unrelated to the subject being dealt with.			
HED_0013108	3	Feedback	Task-stimulus-role	hedId=HED_0013108	An evaluative response to an inquiry, process, event, or activity.			
HED_0013109	3	Go-signal	Task-stimulus-role	relatedTag=Stop-signal, hedId=HED_0013109	An indicator to proceed with a planned action.			
HED_0013110	3	Meaningful	Task-stimulus-role	hedId=HED_0013110	Conveying significant or relevant information.			
HED_0013111	3	Newly-learned	Task-stimulus-role	hedId=HED_0013111	Representing recently acquired information or understanding.			
HED_0013112	3	Non-informative	Task-stimulus-role	hedId=HED_0013112	Something that is not useful in forming an opinion or judging an outcome.			
HED_0013113	3	Non-target	Task-stimulus-role	relatedTag=Target, hedId=HED_0013113	Something other than that done or looked for. Also tag Expected if the Non-target is frequent.			
HED_0013114	3	Not-meaningful	Task-stimulus-role	hedId=HED_0013114	Not having a serious, important, or useful quality or purpose.			
HED_0013115	3	Novel	Task-stimulus-role	hedId=HED_0013115	Having no previous example or precedent or parallel.			
HED_0013116	3	Oddball	Task-stimulus-role	relatedTag=Unexpected, suggestedTag=Target, hedId=HED_0013116	Something unusual, or infrequent.			
HED_0013117	3	Penalty	Task-stimulus-role	hedId=HED_0013117	A disadvantage, loss, or hardship due to some action.			
HED_0013118	3	Planned	Task-stimulus-role	relatedTag=Unplanned, hedId=HED_0013118	Something that was decided on or arranged in advance.			
HED_0013119	3	Priming	Task-stimulus-role	hedId=HED_0013119	An implicit memory effect in which exposure to a stimulus influences response to a later stimulus.			
HED_0013120	3	Query	Task-stimulus-role	hedId=HED_0013120	A sentence of inquiry that asks for a reply.			
HED_0013121	3	Reward	Task-stimulus-role	hedId=HED_0013121	A positive reinforcement for a desired action, behavior or response.			
HED_0013122	3	Stop-signal	Task-stimulus-role	relatedTag=Go-signal, hedId=HED_0013122	An indicator that the agent should stop the current activity.			
HED_0013123	3	Target	Task-stimulus-role	hedId=HED_0013123	Something fixed as a goal, destination, or point of examination.			
HED_0013124	3	Threat	Task-stimulus-role	hedId=HED_0013124	An indicator that signifies hostility and predicts an increased probability of attack.			
HED_0013125	3	Timed	Task-stimulus-role	hedId=HED_0013125	Something planned or scheduled to be done at a particular time or lasting for a specified amount of time.			
HED_0013126	3	Unexpected	Task-stimulus-role	relatedTag=Expected, hedId=HED_0013126	Something that is not anticipated.			
HED_0013127	3	Unplanned	Task-stimulus-role	relatedTag=Planned, hedId=HED_0013127	Something that has not been planned as part of the task.			
HED_0013128	0	Relation	HedTag	extensionAllowed, hedId=HED_0013128	Concerns the way in which two or more people or things are connected.			
HED_0013129	1	Comparative-relation	Relation	hedId=HED_0013129	Something considered in comparison to something else. The first entity is the focus.			
HED_0013130	2	Approximately-equal-to	Comparative-relation	hedId=HED_0013130	(A, (Approximately-equal-to, B)) indicates that A and B have almost the same value. Here A and B could refer to sizes, orders, positions or other quantities.			
HED_0013131	2	Equal-to	Comparative-relation	hedId=HED_0013131	(A, (Equal-to, B)) indicates that the size or order of A is the same as that of B.			
HED_0013132	2	Greater-than	Comparative-relation	hedId=HED_0013132	(A, (Greater-than, B)) indicates that the relative size or order of A is bigger than that of B.			
HED_0013133	2	Greater-than-or-equal-to	Comparative-relation	hedId=HED_0013133	(A, (Greater-than-or-equal-to, B)) indicates that the relative size or order of A is bigger than or the same as that of B.			
HED_0013134	2	Less-than	Comparative-relation	hedId=HED_0013134	(A, (Less-than, B)) indicates that A is smaller than B. Here A and B could refer to sizes, orders, positions or other quantities.			
HED_0013135	2	Less-than-or-equal-to	Comparative-relation	hedId=HED_0013135	(A, (Less-than-or-equal-to, B)) indicates that the relative size or order of A is smaller than or equal to B.			
HED_0013136	2	Not-equal-to	Comparative-relation	hedId=HED_0013136	(A, (Not-equal-to, B)) indicates that the size or order of A is not the same as that of B.			
HED_0013137	1	Connective-relation	Relation	hedId=HED_0013137	Indicates two entities are related in some way. The first entity is the focus.			
HED_0013138	2	Belongs-to	Connective-relation	hedId=HED_0013138	(A, (Belongs-to, B)) indicates that A is a member of B.			
HED_0013139	2	Connected-to	Connective-relation	hedId=HED_0013139	(A, (Connected-to, B)) indicates that A is related to B in some respect, usually through a direct link.			
HED_0013140	2	Contained-in	Connective-relation	hedId=HED_0013140	(A, (Contained-in, B)) indicates that A is completely inside of B.			
HED_0013141	2	Described-by	Connective-relation	hedId=HED_0013141	(A, (Described-by, B)) indicates that B provides information about A.			
HED_0013142	2	From-to	Connective-relation	hedId=HED_0013142	(A, (From-to, B)) indicates a directional relation from A to B. A is considered the source.			
HED_0013143	2	Group-of	Connective-relation	hedId=HED_0013143	(A, (Group-of, B)) indicates A is a group of items of type B.			
HED_0013144	2	Implied-by	Connective-relation	hedId=HED_0013144	(A, (Implied-by, B)) indicates B is suggested by A.			
HED_0013145	2	Includes	Connective-relation	hedId=HED_0013145	(A, (Includes, B)) indicates that A has B as a member or part.			
HED_0013146	2	Interacts-with	Connective-relation	hedId=HED_0013146	(A, (Interacts-with, B)) indicates A and B interact, possibly reciprocally.			
HED_0013147	2	Member-of	Connective-relation	hedId=HED_0013147	(A, (Member-of, B)) indicates A is a member of group B.			
HED_0013148	2	Part-of	Connective-relation	hedId=HED_0013148	(A, (Part-of, B)) indicates A is a part of the whole B.			
HED_0013149	2	Performed-by	Connective-relation	hedId=HED_0013149	(A, (Performed-by, B)) indicates that the action or procedure A was carried out by agent B.			
HED_0013150	2	Performed-using	Connective-relation	hedId=HED_0013150	(A, (Performed-using, B)) indicates that the action or procedure A was accomplished using B.			
HED_0013151	2	Related-to	Connective-relation	hedId=HED_0013151	(A, (Related-to, B)) indicates A has some relationship to B.			
HED_0013152	2	Unrelated-to	Connective-relation	hedId=HED_0013152	(A, (Unrelated-to, B)) indicates that A is not related to B.  For example, A is not related to Task.			
HED_0013153	1	Directional-relation	Relation	hedId=HED_0013153	A relationship indicating direction of change of one entity relative to another. The first entity is the focus.			
HED_0013154	2	Away-from	Directional-relation	hedId=HED_0013154	(A, (Away-from, B)) indicates that A is going or has moved away from B. The meaning depends on A and B.			
